"HY_antiguedad","HY_metros_totales","HY_num_banos","HY_num_terrazas","HY_ascensor","HY_trastero","HY_num_garajes","HY_precio","HY_precio_anterior","IDEA_pc_industria","IDEA_pc_oficina","IDEA_pc_otros","IDEA_ind_tienda","IDEA_ind_riqueza","IDEA_rent_alquiler","IDEA_ind_liquidez","IDEA_unitprice_sale_residential","IDEA_price_sale_residential","IDEA_stock_sale_residential","IDEA_demand_sale_residential","IDEA_unitprice_rent_residential","IDEA_price_rent_residential","IDEA_stock_rent_residential","IDEA_demand_rent_residential","GA_page_views","GA_mean_bounce","GA_exit_rate","GA_quincena_ini","GA_quincena_ult","TARGET","img_count","precio_metros","HY_provincia_","HY_provincia_A.Coruña","HY_provincia_Albacete","HY_provincia_Alicante","HY_provincia_Almería","HY_provincia_Asturias","HY_provincia_Avila","HY_provincia_Badajoz","HY_provincia_Baleares","HY_provincia_Barcelona","HY_provincia_Burgos","HY_provincia_Cáceres","HY_provincia_Cádiz","HY_provincia_Castellón","HY_provincia_Ciudad.Real","HY_provincia_Córdoba","HY_provincia_Cuenca","HY_provincia_Gerona","HY_provincia_Granada","HY_provincia_Guadalajara","HY_provincia_Huelva","HY_provincia_Huesca","HY_provincia_Jaén","HY_provincia_La.Rioja","HY_provincia_Las.Palmas","HY_provincia_León","HY_provincia_Lérida","HY_provincia_Madrid","HY_provincia_Málaga","HY_provincia_Murcia","HY_provincia_Navarra","HY_provincia_Palencia","HY_provincia_Pontevedra","HY_provincia_Segovia","HY_provincia_Sevilla","HY_provincia_Soria","HY_provincia_Tarragona","HY_provincia_Tenerife","HY_provincia_Teruel","HY_provincia_Toledo","HY_provincia_Valencia","HY_provincia_Valladolid","HY_provincia_Zaragoza","HY_tipo_Almacén","HY_tipo_Aparcamiento","HY_tipo_Ático","HY_tipo_Casa.de.pueblo","HY_tipo_Chalet.adosado","HY_tipo_Chalet.independiente","HY_tipo_Chalet.pareado","HY_tipo_Dúplex","HY_tipo_Edificio.comercial","HY_tipo_Edificio.turístico","HY_tipo_Garaje","HY_tipo_Local","HY_tipo_Nave.adosada","HY_tipo_Nave.aislada","HY_tipo_Oficina","HY_tipo_Otro","HY_tipo_Piso","HY_tipo_Solar","HY_tipo_Suelo.rústico.no.urbanizable","HY_tipo_Trastero","HY_cert_energ_B","HY_cert_energ_C","HY_cert_energ_D","HY_cert_energ_E","HY_cert_energ_F","HY_cert_energ_G"
0,1.64835164835165e-05,0.227670248696953,0,0,0,0,0.669031158543969,0.00176430530061218,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0220470141626515,0.2003,0.1195,0,1,0.498840909018399,0.7,0.0704090219301424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,6.18736263736264e-05,0.36084880671453,0,0,0,0,0.711112337351859,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.0740254051686378,0.1744,0.1673,0,0.891304347826087,0.555003824813894,0.6,0.0199372142845423,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3.57692307692308e-05,0.227670248696953,0,1,0,0,0.691616436369898,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0150386917798219,0.2215,0.2175,0,0.891304347826087,0.623424481492045,0.8,0.0335418906634596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,8.68131868131868e-05,0,1,0,0,0,0.75847171785801,0.0074270510401825,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.00715432909913856,0.0769,0.0694,0,1,0.532367442230165,0.5,0.0151560324362551,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4.05769230769231e-05,0,0,0,0,0,0.666997622192439,0.00169619667487851,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.0138706380493503,0.1778,0.1685,0,1,0.612062520675934,0.6,0.0285152384599326,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.000114615384615385,0,0,0,0,0,0.722269554443089,0.00415135046918248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0140166447656592,0.1946,0.1759,0.0217391304347826,1,0.51308479925945,0.3,0.0109317131248328,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,9.45054945054945e-05,0,0,0,0,0,0.658567006955612,0.00149187079767752,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00824937947145569,0.0323,0.1436,0,0.978260869565217,0.52323375394303,0.4,0.0120885648414726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5.16483516483516e-05,0,0,0,0,0,0.743919890470441,0.00587028245198447,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.0148926850635129,0.1744,0.1657,0.0652173913043478,1,0.570475348196422,0.4,0.0249862763427314,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,6.33351648351648e-05,0.227670248696953,0,0,0,0,0.70350509979505,0.00311026147582505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0207329537158709,0.1489,0.0999,0,1,0.508811111363062,1,0.0192687782407416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,4.10384615384615e-05,0.227670248696953,0,1,0,0,0.683759973573909,0.00226376855599238,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.0649729887574828,0.0884,0.0659,0,0.91304347826087,0.459476781507604,0.8,0.0289031007290282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,5.88846153846154e-05,0.227670248696953,0,1,1,1,0.699281113515392,0.00290917886651614,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.0827128047890203,0.183,0.0821,0,1,0.493312121681254,0.8,0.0206006910861574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,7.91208791208791e-06,0,0,1,0,0,0.542429773452492,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.00014600671630895,0,0,0.0217391304347826,0.608695652173913,0.260172775967585,0.2,0.118928036605752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,6.43956043956044e-06,0,0,1,0,0,0.53633817328374,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.000219010074463425,0,0,0.0217391304347826,0.391304347826087,0.756373626646392,0.3,0.144482190881935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3.34175824175824e-05,0.227670248696953,0,1,0,0,0.678625153039104,0.00208214555403594,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.00189808731201635,0.0714,0.0804,0,0.934782608695652,0.591820427280755,0.8,0.0352279002954247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0.000361648351648352,0,0,0,0,0,0.862626483173735,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.00832238282961016,0.1026,0.1247,0,1,0.488032142389144,0.5,0.00413778700054,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1.26978021978022e-05,0,0,1,0,0,0.491277855130264,0.000116725211435931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0032121477587969,0.2879,0.2684,0.0434782608695652,1,0.695132543589024,0.2,0.067116679848373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,1.59340659340659e-05,0,0,0,0,0,0.547975172532564,0.000278888606039892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000219010074463425,0,0,0.0217391304347826,0.0652173913043478,0.297437415167365,0.1,0.0596576450536173,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1.59340659340659e-05,0,0,0,0,0,0.547975172532564,0.000278888606039892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0002920134326179,0,0.25,0.173913043478261,0.91304347826087,0.678979876259575,0.1,0.0596576450536173,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1.59340659340659e-05,0,0,0,0,0,0.547975172532564,0.000278888606039892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00014600671630895,0,0.5,0,0.152173913043478,0.422098401460217,0.1,0.0596576450536173,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5.12912087912088e-05,0.227670248696953,0,0,0,0,0.67302546407699,0.00188430621261911,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0172287925244561,0.2257,0.2137,0,1,0.593125006096007,0.3,0.0227625228931447,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.000705494505494505,0,0,0,0,0,0.71497985583629,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.0288363264710177,0.2567,0.1963,0,1,0.603859782955045,0.3,0.00175805316327413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0.000242527472527473,0,0,0,0,0,0.661741550102634,0.00160214190600822,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0.010147466783472,0.1153,0.1956,0,1,0.63160065119537,0.3,0.00473324840593401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,5.10989010989011e-05,0.227670248696953,0,0,0,1,0.735974242952145,0.00502703280004387,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.051321360782596,0.2059,0.1475,0,1,0.557548229741256,0.8,0.0249852033627991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4.12087912087912e-05,0.227670248696953,0,1,0,0,0.665691874180942,0.00167349379963396,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0647539786830194,0.3783,0.1316,0,1,0.551505350369905,1,0.0280230378925428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,4.08791208791209e-05,0.227670248696953,0,0,0,0,0.650850279239976,0.00131673433150524,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.190173747992408,0.3301,0.0992,0,1,0.567900063832033,0.4,0.027619218235676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3.73626373626374e-05,0.227670248696953,0,0,0,0,0.653797970996959,0.00138159968934683,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0638779383851657,0.1747,0.1173,0,1,0.581262337444341,0.8,0.0303555340192959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3.94505494505494e-05,0.227670248696953,0,0,0,0,0.66031872783186,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0125565776025697,0.0114,0.069,0,0.978260869565217,0.52692087555312,0.7,0.0290357061315166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,4.01098901098901e-05,0.227670248696953,0,0,0,0,0.668906001344022,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.0281062928894729,0.1825,0.2055,0,1,0.529468154268606,0.5,0.0289298015146119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,6.7032967032967e-05,0.36084880671453,0,0,0,0,0.686742066491653,0.00235133678907852,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0166447656592203,0.0233,0.088,0.0434782608695652,1,0.529519117622872,1,0.0177720301775056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,2.60494505494505e-05,0.227670248696953,0,1,1,0,0.697491566070004,0.00279566449029337,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.0105854869323989,0.124,0.1134,0,1,0.541290672205744,0.5,0.0464485570520928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1.28021978021978e-05,0,0,0,0,0,0.546181351394454,0.0002464559271191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00124105708862608,0.1,0.125,0.0652173913043478,0.91304347826087,0.451728242831961,0.3,0.0740089373284737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.8456043956044e-05,0,0,0,0,0,0.632653180481306,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167907723755293,0.1667,0.1736,0.521739130434783,1,0.534544327974027,0.2,0.0594646563670456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5.73901098901099e-05,0.36084880671453,0,1,0,0,0.721202442968572,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0252591619214484,0.1875,0.2049,0.0434782608695652,0.891304347826087,0.531541884770731,1,0.0217997727596507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1.37362637362637e-05,0,0,0,0,0,0.548852955872377,0.000262672266579496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014600671630895,0.5,1,0.434782608695652,0.695652173913043,0,0.1,0.0693137220524272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.37362637362637e-05,0,0,0,0,0,0.548852955872377,0.000262672266579496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014600671630895,0,0,0.978260869565217,0.978260869565217,0.829293626084301,0.1,0.0693137220524272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.37362637362637e-05,0,0,0,0,0,0.548852955872377,0.000262672266579496,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,7.30033581544751e-05,0,0,0.173913043478261,0.173913043478261,0.800066392641687,0.1,0.0693137220524272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.37362637362637e-05,0,0,0,0,0,0.548852955872377,0.000262672266579496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.30033581544751e-05,0,0,0.347826086956522,0.347826086956522,0.732774349038739,0.1,0.0693137220524272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.37362637362637e-05,0,0,0,0,0,0.548852955872377,0.000262672266579496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.30033581544751e-05,0,0,0.347826086956522,0.347826086956522,0.454748110970242,0.1,0.0693137220524272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.35989010989011e-05,0,0,0,0,0,0.551413994217892,0.000265915534471575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00167907723755293,0.1731,0.3333,0.0217391304347826,0.869565217391304,0.69238031017401,0.1,0.0703405568714489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.37362637362637e-05,0,0,0,0,0,0.577611171961091,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00131406044678055,0.0385,0.1923,0.0652173913043478,1,0.619375303301826,0.1,0.0729455490752561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4.83516483516484e-05,0.227670248696953,0,1,0,0,0.702566796490613,0.00345080460449337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00496422835450431,0.6601,0.6813,0.369565217391304,1,0.6045737964831,1,0.0252062460105238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1.77472527472527e-05,0,0,0,0,0,0.549718463835977,0.000262672266579496,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.00722733245729304,0.1176,0.1572,0,0.978260869565217,0.449522034920207,0.3,0.0537329919550482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.86813186813187e-05,0,0,0,0,0,0.575380808439994,0.000434565464859695,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.000876040297853701,0.25,0.25,0.108695652173913,0.869565217391304,0.390112827856864,0.4,0.0534293236732344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.53846153846154e-05,0,0,0,0,0,0.565556614720929,0.000369700107018111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000365016790772376,0,0,0.695652173913043,0.869565217391304,0.335865046038043,0.4,0.0637707135696335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.53846153846154e-05,0,0,0,0,0,0.565556614720929,0.000369700107018111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000365016790772376,0,0,0.695652173913043,0.717391304347826,0.342010927324854,0.4,0.0637707135696335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,7.41758241758242e-06,0,0,1,0,0,0.586284336254595,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0105124835742444,0.2982,0.2307,0.173913043478261,1,0.670476375741287,0.8,0.137112719428451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5.43956043956044e-06,0,0,0,0,0,0.540465111878264,0.000214023248198308,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.00642429551759381,0.4037,0.3633,0.0217391304347826,1,0.696520584163375,0.2,0.172359684999601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5.43956043956044e-06,0,0,0,0,0,0.540465111878264,0.000214023248198308,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.00299313768433348,0,0.1769,0,1,0.522376512884674,0.2,0.172359684999601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,8.92857142857143e-06,0,0,0,1,0,0.555460099750704,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.00014600671630895,0,0,0.173913043478261,0.217391304347826,0.66401070631152,0.8,0.107920195699882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
