HY_id|HY_cod_postal|HY_provincia|HY_descripcion|HY_distribucion|HY_tipo|HY_antiguedad|HY_metros_utiles|HY_metros_totales|HY_num_banos|HY_cert_energ|HY_num_terrazas|HY_ascensor|HY_trastero|HY_num_garajes|HY_precio|HY_precio_anterior|IDEA_area|IDEA_poblacion|IDEA_densidad|IDEA_pc_1960|IDEA_pc_1960_69|IDEA_pc_1970_79|IDEA_pc_1980_89|IDEA_pc_1990_99|IDEA_pc_2000_10|IDEA_pc_comercio|IDEA_pc_industria|IDEA_pc_oficina|IDEA_pc_otros|IDEA_pc_residencial|IDEA_pc_trast_parking|IDEA_ind_tienda|IDEA_ind_turismo|IDEA_ind_alimentacion|IDEA_ind_riqueza|IDEA_rent_alquiler|IDEA_ind_elasticidad|IDEA_ind_liquidez|IDEA_unitprice_sale_residential|IDEA_price_sale_residential|IDEA_stock_sale_residential|IDEA_demand_sale_residential|IDEA_unitprice_rent_residential|IDEA_price_rent_residential|IDEA_stock_rent_residential|IDEA_demand_rent_residential|GA_page_views|GA_mean_bounce|GA_exit_rate|GA_quincena_ini|GA_quincena_ult
6035526|46292|Valencia|Trastero situado en la Calle Salome Villalba, en el municipio de Masalaves, en la provincia de Valencia. Dispone de una superficie aproximada entre 6 m² y 15 m².||Trastero|2008|5.68|10.49|0||0|0|0|0|1700|1900|728.29|1564|2.15|0.15|0.15|0.15|0.14|0.11|0.3|0.02|0.02|0.01|0.05|0.41|0.48|0.5|0|0.5|0.1||1.5|0|577.33|124376.93|297|48.55||||0|6|37.5|41.67|6|26
6035528|19005|Guadalajara|Plaza de garaje situada en la Calle Rotundifolia, en la provincia de Guadalajara. Dispone de una superficieaproximada entre 15 m² y 30 m².||Garaje|2011||29|0||0|0|0|0|9400|11600|82.02|3442|41.97|0|0|0|0|0.49|0.51|0.01|0|0.01|0.04|0.37|0.57|1|0|0|0.27|3.74|||1442.82|239800|288|49.53|6|753.33|90|51.35|7|0|0|4|34
6035529|19005|Guadalajara|Plaza de garaje situada en la Calle Rotundifolia, en la provincia de Guadalajara. Dispone de una superficieaproximada entre 15 m² y 30 m².||Garaje|2011||32|0||0|0|0|0|10200|12500|82.02|3442|41.97|0|0|0|0|0.49|0.51|0.01|0|0.01|0.04|0.37|0.57|1|0|0|0.27|3.74|||1442.82|239800|288|49.53|6|753.33|90|51.35|15|12.5|12.5|1|34
6035539|46260|Valencia|Plaza de garaje situada en la Calle Ramón y Cajal, en el municipio de Alberique, provincia de Valencia. Dispone de una superficie aproximada entre 25 m² y 30 m².||Garaje|2008|25|26.69|0||0|0|1|0|4800|7100|2679.9|10496|3.92|0.21|0.21|0.14|0.14|0.11|0.19|0.02|0.01|0.01|0.05|0.47|0.44|1|0|0|0.13|6.07|2|0|733.02|112582.82|1236|48.88|5.36|579.38|21|51.19|6|60|80|8|40
6035540|46260|Valencia|Plaza de garaje situada en la Calle Ramón y Cajal, en el municipio de Alberique, provincia de Valencia. Dispone de una superficie aproximada entre 25 m² y 30 m².||Garaje|2008|25|26.69|0||0|0|1|0|4800|7100|||||||||||||||||||||||||||||||1|0|100|36|36
6035548|46960|Valencia|Plaza de garaje situada en la Calle Escultor Meliton Comes, municipio de Aldaya, provincia de Valencia. Dispone de una superficie aproximada entre 10 m² y 25 m².||Garaje|2004|9.9|23.84|0||0|0|0|0|6900|9700|1599.82|31304|19.57|0.06|0.06|0.21|0.11|0.18|0.38|0.02|0.01|0.02|0.02|0.51|0.44|0.47|0.15|0.38|0.15|4.54|3|0|1025.17|143823.58|1758|50.02|5.01|578.63|252|52.01|8|14.29|14.29|2|43
6035685|03578|Alicante|Apartamento de un dormitorio y un baño en la primera planta de un edificio de dos alturas, que dispone de ascensor. Está situado en el municipio de Relleu, provincia de Alicante.La vivienda consta de salón-comedor, cocina americana, un dormitorio y un baño. Algunos de los inmuebles de esta promoción disponen de patio o terraza.Cuenta con preinstalación de aire acondicionado, cocina amueblada, suelos de plaqueta, ventanas correderasde aluminio lacado en blanco y armarios empotrados. Todo ello a estrenar.Edificio de obra nueva construido entre medianeras, con una antigüedad aproximada de diez años.Ubicado en el centro del municipio, con todos los servicios básicos necesarios en su entorno más próximo.|La vivienda consta de salón-comedor, cocina americana, un dormitorio y un baño. Algunos de los inmuebles de esta promoción disponen de patio o terraza, según la altura.|Piso|2006|47|54.05|1|E|0|1|0|0|44800|49300|7704.86|1124|0.15|0.18|0.18|0.14|0.11|0.04|0.36|0.01|0|0|0.12|0.58|0.29|0|0|0|0.15|4.73|||833.82|95957.69|222|49.39|3.48|400|6|0|189|14.38|20.02|1|47
6035721|46960|Valencia|Piso de dos dormitorios y un baño, situado en la tercera planta de un edificio de cuatro alturas, no dispone de ascensor.  La vivienda se distribuye en dos dormitorios, salón-comedor, cocina y un baño.  Ubicado en el centro de Aldaia, provincia de Valencia.  Cuenta con carpintería de madera, cocina amueblada, ventanas de aluminio anodizado, pintura lisa, escayola, gas natural y suelo de plaqueta.  Se encuentra ubicado en una zonaque dispone de una óptima infraestructura de servicios y comunicaciones, en el núcleo urbano del municipio deAldaia, provincia de Valencia.|La vivienda se distribuye en dos dormitorios, salón-comedor, cocina y un baño.  Ubicado en el centro de Aldaia, provincia de Valencia.|Piso|1964|60|67|1|E|0|0|0|0|51300|56400|1599.82|31304|19.57|0.06|0.06|0.21|0.11|0.18|0.38|0.02|0.01|0.02|0.02|0.51|0.44|0.47|0.15|0.38|0.15|4.54|3|0|1025.17|143823.58|1758|50.02|5.01|578.63|252|52.01|841|24.9|9.53|1|45
6035785|04720|Almería|Vivienda de cuatro dormitorios un baño y aseo, ubicado en un edificio plurifamiliar de cinco alturas que dispone de ascensor. Se encuentra situado en Aguadulce, término municipal de Roquetas de Mar, provincia de Almería. El piso consta de cocina con lavadero, salón-comedor con una amplia terraza, cuatro habitaciones, un cuarto de baño y un aseo.Cuenta puerta de entrada normal. Ventanas correderas de aluminio y persianas en pvc. Suelos de gres. Carpintería interior en madera barnizada, armarios empotrados. Paredes alicatadas en cocina y baño. Pintura lisa en techos y en paredes gotelé. Cocina independiente sin amueblar ni equipar. El edificio se encuentra en buen estado de conservación. La planta baja del edificio se compone de locales comerciales y el resto a viviendas. Cuenta con fácil acceso por carretera, con buen nivel de servicios, tales como colegios, institutos, pequeños comercios, centro de salud, cerca del centro histórico.|El inmueble se distribuye en cocina con lavadero, salón-comedor con terraza, cuatro dormitorios, un baño y aseo.|Piso|1977|118.12|166.12|1|F|0|1|0|0|101000|111000|1304.08|8521|6.53|0|0|0.03|0.17|0.27|0.52|0.02|0|0|0.06|0.51|0.4|0.5|0.5|0|0.14|4.82|4|0|1068.02|144439.44|1995|49.12|4.2|598.08|189|52.02|3525|28.24|11.46|1|47
6035802|04741|Almería|Piso de tres dormitorios y dos baños. Se encuentra situado en el Edificio Mariola, de cinco alturas, de obra nueva, que dispone de ascensor, ubicado en la localidad de Cortijos de Marín, perteneciente al término municipal de Roquetas de Mar, provincia de Almería.La vivienda se distribuye en vestíbulo, cocina, lavadero, salón-comedor, tres dormitorios y dos baños. Cuenta con puerta de entrada blindada, carpintería exterior de aluminio lacado blanco, ventanas correderas con doble acristalamiento climalit y persianas en pvc. Cocina y baños con paredes alicatadas. Pintura plástica en gotelé y lisa en techos. Suelos de gres. Carpintería interior en madera Sapelly barnizada en su color y puerta de cocina y salón con cristalera. Cocina independiente sin amueblar. Baños completos con bañera. Dispone de preinstalación de aire acondicionado y termo eléctrico.  Se encuentra en una zona con buenos accesos por carretera, rodeado de viviendas de las mismas características, situado cerca de la costa.Zona tranquila que dispone de pequeños comercios, restaurantes, colegios.|La vivienda se distribuye en vestíbulo, cocina, lavadero, salón-comedor, tres dormitorios y dos baños.|Piso|2008|85.81|114.16|2|E|0|1|0|0|61200|67300|989.5|10648|10.76|0|0|0.12|0.13|0.23|0.51|0.03|0|0|0.03|0.58|0.35|0.2|0.6|0.2|0.2|6.73|3|-1|697.2|80227.29|1248|49.97|4.59|463.5|27|51.67|37|22.22|24.36|1|43
6035821|47300|Valladolid|Piso formado por tres dormitorios  y dos baños, situado en un edificio de cuatro alturas el cual dispone de ascensor. La vivienda se encuentra ubicada en el municipio de Peñafiel, en la provincia de Valladolid.Se distribuye en tres dormitorios, dos baños completos ( uno de ellos tipo suite), cocina, salón-comedor y recibidor.Cuenta con puerta de entrada normal, suelo de tarima, ventanas de climalit, pintura lisa y cocina y baño alicatados con azulejos. La vivienda cuenta con zonas comunes tales como una piscina con zona ajardianda. Todo ello se encuentra en buen estado.Está situado cerca del casco antiguo de la ciudad, junto a otras viviendas decarácter residencial. Ubicada en el municipio de Peñafiel, en la provincia de Valladolid, en una zona tranquila y relajada adecuada para descansar.|Se distribuye en tres dormitorios, dos baños completos ( uno de ellos tipo suite), cocina, salón-comedor y recibidor,.|Piso|2008|76|95.52|2||0|1|1|1|114300||7598.72|5184|0.68|0.21|0.21|0.12|0.15|0.11|0.22|0.02|0.01|0.01|0.05|0.47|0.43|0.21|0.57|0.21|0.16|4.41|5|0|868.28|142675.45|276|47.93|4.1|320|9|50.1|356|23.85|14.8|16|47
6035834|18150|Granada|Chalet aislado de tres plantas sobre rasante y dos sótanos, que consta de doce dormitorios,  doce baños y cinco terrazas. Se encuentra situado en la localidad de Gójar, provincia de Granada. La vivienda está compuestade cinco plantas. En la planta sótano -2 se encuentra un espacio diáfano con una depuradora. La planta sótanodispone de garaje con capacidad para dos coches, sala de caldera y despensa. La planta baja se distribuye en cinco dormitorios tipo suite con cinco baños, un salón-comedor, una cocina, un vestidor, dos terrazas y patio. La primera planta cuenta con seis dormitorios tipo suite con seis baños, vestidor y dos terrazas. En la planta superior o torreón se sitúa un dormitorio, un baño y una amplia terraza con vistas a Sierra Nevada.Cuentacon puerta de entrada normal, ventanas de aluminio lacadas en blanco oscilobatientes con doble acristalamiento, rejas de hierro en las ventanas de la parte baja de la vivienda, persianas de plástico, carpintería interior de madera de roble, armarios empotrados, pintura lisa en paredes y techos, solados de plaqueta rústica, baños con sanitarios de porcelana y uno de ellos con bañera hidromasaje, todo ello en buen estado de conservación.Dispone de jardín con una amplia piscina y vistas a la sierra.Se encuentra en un edificio aislado perteneciente a la Urbanización Los cerezos, rodeado por viviendas de similares características. Presenta una antigüedad aproximada de once años.La Urbanización Los Cerezos se encuentra en el casco urbano de Gójar, situado a unos 8 km de Granada capital con rápido acceso por la Ronda Sur, por la salida de los Ogíjares dirección Dílar. Cuenta con línea interurbana de autobús y parada de taxis. La localidad dispone de  supermercado, restaurantesy zonas lúdico-deportivas.|La vivienda está compuesta de cinco plantas. En la planta sótano -2 se encuentra un espacio diáfano con una depuradora. La planta sótano dispone de garaje con capacidad para dos coches, sala de caldera y despensa. La planta baja se distribuye en cinco dormitorios tipo suite con cinco baños, un salón-comedor, una cocina, un vestidor, dos terrazas y patio.  La primera planta cuenta con seis dormitorios tipo suite con seis baños, vestidory dos terrazas. En la planta superior o torreón se sitúa un d|Chalet independiente|2005||587.71|12|G|0|0|0|1|364000|4e+05|1215.8|5970|4.91||||||||||||||||0.22|4.17|1.75|0.75|916.58|145427.35|1671|48.52|4.43|539.23|66|51.25|1325|19.77|13.79|1|47
6035842|18327|Granada|Piso de dos dormitorios y un cuarto de baño. Se encuentra en la tercera planta de un edificio de cinco alturas sobre rasante y un sótano, el cual dispone de dos ascensores, situado en la localidad de Láchar, provincia de Granada.La vivienda está distribuida en dos dormitorios, un cuarto de baño, salón-comedor, cocina y vestíbulo. Tiene como anejo una plaza de garaje y un trastero en la planta sótano.Cuenta con puerta de entrada blindada, ventanas de aluminio lacadas en blanco con doble acristalamiento, persianas de aluminio, carpintería interior de madera, pintura lisa en paredes y techo, solados de tarima flotante en salón y dormitorios y gres enel resto, baño con sanitario de porcelana vitrificada y grifería mono-mando cromada, agua caliente con termo eléctrico, preinstalación eléctrica para acumuladores de calor, todo ello en buen estado de conservación. Seencuentra en una zona residencial, rodeado por viviendas de similares características.Cuenta con fácil acceso por carretera, próximo al Parque Rodríguez de la Fuente y junto a las zonas comerciales de la localidad. A su alrededor podemos encontrar supermercados, colegios, hoteles y restaurantes.|La vivienda está distribuida en dos dormitorios, un cuarto de baño, salón-comedor, cocina y vestíbulo. Tiene como anejo una plaza de garaje y un trastero en la planta sótano.|Piso|2009|50.92|59.17|1|E|0|1|1|1|43300|47600|1322.09|3183|2.41|0.07|0.07|0.06|0.06|0.15|0.59|0.01|0.01|0.01|0.05|0.45|0.47|0|0|0|0.09|5.14|1.5|0|602.07|88864.94|996|46.92|2.84|353.57|12|49.85|18|9.09|25.76|1|46
6035843|18327|Granada|Piso de dos dormitorios y un cuarto de baño. Se encuentra en la tercera planta de un edificio de cinco alturas sobre rasante y un sótano, el cual dispone de dos ascensores, situado en la localidad de Láchar, provincia de Granada.La vivienda está distribuida en dos dormitorios, un cuarto de baño, salón-comedor, cocina y vestíbulo. Tiene como anejo una plaza de garaje y un trastero en la planta sótano.Cuenta con puerta de entrada blindada, ventanas de aluminio lacadas en blanco con doble acristalamiento, persianas de aluminio, carpintería interior de madera, pintura lisa en paredes y techo, solados de tarima flotante en salón y dormitorios y gres enel resto, baño con sanitario de porcelana vitrificada y grifería mono-mando cromada, agua caliente con termo eléctrico, preinstalación eléctrica para acumuladores de calor, todo ello en buen estado de conservación. Seencuentra en una zona residencial, rodeado por viviendas de similares características.Cuenta con fácil acceso por carretera, próximo al Parque Rodríguez de la Fuente y junto a las zonas comerciales de la localidad. A su alrededor podemos encontrar supermercados, colegios, hoteles y restaurantes.|La vivienda está distribuida en dos dormitorios, un cuarto de baño, salón-comedor, cocina y vestíbulo. Tiene como anejo una plaza de garaje y un trastero en la planta sótano.|Piso|2009|51|59.27|1|E|0|1|1|1|43600|47900|1322.09|3183|2.41|0.07|0.07|0.06|0.06|0.15|0.59|0.01|0.01|0.01|0.05|0.45|0.47|0|0|0|0.09|5.14|1.5|0|602.07|88864.94|996|46.92|2.84|353.57|12|49.85|15|0|5|4|46
6035877|04230|Almería|Trastero situado en la planta semisótano de un edificio de cuatro plantas sobre rasante y una planta bajo rasante, situada en Calle Río Ebro, en el municipio de Huércal de Almería, provincia de Almería. Cuenta con fácil acceso por carreteras, zona tranquila con un buen nivel de servicios como autobuses, supermercados, restauración, farmacias, centros educativos de enseñanza primaria y secundaria. Centro de salud.||Trastero|2002|2.8|2.8|0||0|0|0|0|1200|1300|2088.74|15221|7.29|0.03|0.03|0.04|0.04|0.25|0.6|0.01|0.01|0.01|0.03|0.55|0.39|0.69|0.08|0.23|0.19|4.86|1|1|1043.27|127095.88|2331|49.45|4.79|627.68|93|51.4|144|19.56|19.31|2|43
6035893|18800|Granada|Casa unifamiliar adosada de diez dormitorios y tres baños, ubicada en un edificio de tres alturas. Se encuentra situado en el municipio de Baza, provincia de Granada. El inmueble se compone de tres plantas y consta detres cocinas, dos salones, dos salas de estar, diez habitaciones y tres cuartos de baño. Las plantas se comunican entre sí mediante escalera interior. Dispone de un patio interior con lavadero y otro patio interior. La vivienda se encuentra en estado de reforma integral.   Cuenta puerta de entrada normal abatible, en madera de roble con doble hoja. Ventanas abatibles en madera de roble oscuro y de hierro pintado. Carpintería interiorde hierro vidriado, en madera lisa y en relieve, con ausencia de alguna de las puertas. Suelos de gres, terrazo y hormigón. Paredes alicatadas en cocinas y baños. Pintura blanca lisa, techos lisos, de escayola y vigas en madera rústica. Cuenta con chimenea en salón y calentador de gas en cocina. Todo a reformar. El edificio se encuentra en estado de reforma, situado en una zona tranquila y rodeada de viviendas de las mismas características. Cuenta con fácil acceso por carretera, a pocos metros del centro histórico, con un buen nivel de servicios y comunicaciones tales como colegios, institutos, centros de salud, hospital de Baza, instalaciones deportivas, supermercados, pequeños comercios, líneas regulares de autobuses urbanos e interurbanos, servicio de taxi.|La vivienda consta de tres plantas distribuidas en dos salones, dos salas de estar, tres cocinas, diez dormitorios y tres baños. Dispone de dos patios interior y terraza descubierta.|Casa de pueblo|1888|329|329|3||0|0|0|0|69500|76400|54446.77|20644|0.38|0.15|0.15|0.15|0.16|0.16|0.23|0.03|0.01|0|0.02|0.52|0.41|0|0.47|0.53|0.14|3.68|||690.17|105352.13|768|48.77|2.88|408.67|54|49.91|880|19.44|11.22|1|47
6036002|03169|Alicante|"Plaza de garaje ubicada en la planta sótano de un edificio de tres plantas sobre rasante y una bajo rasante. Se encuentra en la localidad de Algorfa, provincia de Alicante.
La plaza de garaje tiene una superficie útil aproximada de 9,90 m².
"|La plaza de garaje tiene una superficie útil aproximada de 9,90 m².|Garaje|2006|9.9|25|0||0|0|1|0|9000||2495.19|20323|8.14|0.08|0.08|0.09|0.11|0.14|0.5|0.04|0.01|0.01|0.04|0.53|0.38|0.56|0.03|0.41|0.1|4.4|4|0|743.16|108512.29|2250|49.44|4.38|400.6|63|52.16|43|8|15|4|47
6036019|46022|Valencia|"Local situado en la planta baja de un edificio de nueve alturas sobre rasante con ascensor. Se encuentra ubicado en el barrio de Ayora, provincia de Valencia.	
Se distribuye en una planta con varias estancias diáfanas y un aseo. Tiene una altura libre de 3,9 metros y una longitud de fachada principal de 3,9 metros y tiene una superficie construida de 245,24 m² y 222,95 útiles.
Cuenta con puerta de acceso con persiana metálica enrrollable, carpintería interior de madera barnizada, pintura plástica lisa en paredes, techos de escayola, y solados de gres. Dispone de agua caliente con gas natural, instalación de A/A mediante Split y portero automático.
Edificio residencial de viviendas colectivas en manzana cerrada con nueve alturas sobre rasante destinadas a locales y viviendas del año 1993. Se encuentra ubicado en el barrio de Ayora, un barrio a las afueras de la provincia.
Ayora está situada al suroeste de la provincia de Valencia, en la comarca del Valle de Ayora-Cofrentes y forma parte, asimismo, del partido judicial de Requena. Se sitúa a escasos 3 km de la provincia y muy próximo a la zona del puerto donde se puede disfrutar de las maravillosas vistas y de su Paseo Maritimo. Zona con buenas comunicaciones por carretera (V-21), líneas de autobús urbanas, estación de metro y de tren. A su alrededor podemos encontrar hoteles, supermercados, centros educativos (Colegio Pureza de María, Colegio Trafalgar, Colegio Engeba), centros de salud (Centro de Salud de Trafalgar, Centro de Salud Valencia Serrería I), hospitales (Hospital Universitario La Fe), instalaciones deportivas (Piscina Municipal Supera Ayora, Polideportivo APV), teatros, centros comerciales, y una gran variedad en comercios y restauración.
"|Se distribuye en una planta con varias estancias diáfanas y un aseo. Tiene una altura libre de 3,9 metros y una longitud de fachada principal de 3,9 metros y tiene una superficie construida de 245,24 m² y 222,95 útiles.|Local|1993|222.95|245.24|0||0|0|0|0|139000|153000|65.94|24971|378.7|0.12|0.12|0.35|0.11|0.16|0.14|0.03|0.01|0.01|0.01|0.56|0.38|0.46|0.23|0.31|0.27|4.3|3|1|1922.7|734696|1656|51.31|9.32|1099.25|627|52.45|201|37.97|37.38|5|47
6036064|35240|Las Palmas|Plaza de garaje y anejo trastero, ambas con el nº 56, situado dentro de un edificio residencial plurifamiliarque dispone de ascensor,  en el núcleo de El Carrizal, en el municipio de Ingenio, provincia de Las Palmas.||Garaje|2002|23.91|23.91|0||0|1|0|0|10400||843.88|11777|13.96|0.06|0.06|0.15|0.18|0.17|0.38|0.03|0.01|0.01|0.02|0.59|0.35|0.37|0.25|0.37|0.14|6.94|||907.91|130125.53|687|50.72|6.48|561.25|72|52.53|30|12.5|29.44|1|47
6036079|12593|Castellón|Piso de dos dormitorios y un baño ubicado en un edificio de cuatro alturas sobre rasante con ascensor. Se encuentra situado en la localidad de Moncofar, provincia de Castellón.Vivienda distribuida en hall, dos habitaciones, un cuarto de baño, salón-comedor, terraza y cocina amueblada. Cuenta con puerta de entrada blindada, puertas de paso de madera, ventanas correderas Climalit en aluminio blanco lacado con persianas de plástico, pintura plástica lisa en paredes y techos, molduras de escayola y suelos de gres. Cocina amueblada y baños con sanitarios y grifos mono mando, todo ello en buen estado de conservación. Dispone de agua caliente individual de gas natural, preinstalación de aire acondicionado y portero automático.Edificio residencial de viviendas colectivas en manzana cerrada de cuatro alturas sobre rasante destinadas a viviendas y comercios. Es del año 2009 y se encuentra ubicado en una zona tranquila muy próxima a la playa donde se podrá disfrutar del Paseo Marítimo.Moncófar es un municipio de la provincia de Castellón en la Comunidad Valenciana, España. Perteneciente a la comarca de la Plana Baja. Municipio de la Costa de Azahar. Se sitúa esta población en la llanura de la Plana. Ante la ausencia de accidentes geográficos, tales como montañas valles o cabos, cabe destacar la presencia de un río de poca importancia a nivel provincial, el río Belcaire, antaño con agua y lleno de vida pero que en la actualidad solo lleva agua cuando llueve. Zona con buenas comunicaciones por carretera (A-7 y N-340), y líneas de autobús. Cuenta con hoteles cercanos (Hostal Pinche), instalaciones deportivas (Polideportivo, Campo de Fútbol Moncofar, C.B Moncofa), centros comerciales (Mercadona), centros educativos (Colegio Público Científico Avel-lo Corma, Escuela Infantil L&amp Ñ146 Arbre Mágic), centros sanitarios (Centro de Salud de Moncófar), y una gran variedad en comercios y restauración.|Vivienda distribuida en hall, dos habitaciones, un cuarto de baño, salón-comedor, terraza y cocina amueblada.|Piso|2009||97|1||0|1|0|0|103000|109000|154.39|868|5.62|0.01|0.01|0.06|0.07|0.18|0.67|0|0|0|0.16|0.38|0.46|0|1|0|0.12|6.05|3|0|1147.85|129447.06|2427|48.78|4.78|763.85|375|51.09|218|4.26|4.82|1|47
6036112|12592|Castellón|Piso de dos dormitorios y dos baños ubicado en un edificio de tres alturas sobre rasante con ascensor. Se encuentra situado en la localidad de Chilches, provincia de Castellón.Vivienda distribuida en hall, dos habitaciones, dos cuartos de baño, salón-comedor, terraza y cocina amueblada. Cuenta con puerta de entrada blindada, puertas de paso de madera, ventanas correderas Climalit en aluminio con persianas de plástico, gotelé en paredes, pintura plástica lisa en techos, y suelos de gres, todo ello en buen estado de conservación. Cocina amueblada con fregadero y baño con sanitarios y grifos mono mando. Dispone de agua caliente a través de caldera degas natural y vídeo portero.Edificio residencial de viviendas colectivas en manzana cerrada de tres alturassobre rasante destinadas a viviendas. Es del año 2008 y se encuentra ubicado en una zona tranquila muy próximo a la zona de playa donde se pueden disfrutar de unas vistas maravillosas y de su Paseo Marítimo.Chilches es un municipio de la provincia de Castellón en la Comunidad Valenciana, España. Situado en la comarca de la Plana Baja. Se sitúa esta población, entre el mar y las montañas, en la llanura de La Plana. Chilches es una población de clima cálido, típico de la costa mediterránea. Zona con buenas comunicaciones por carretera (AP-7 y CV-2280), líneas de autobús urbanas y estación de tren de Chilches. Cuenta con hoteles cercanos (Hotel Restaurante Casa Paco), instalaciones deportivas (Polideportivo), centros comerciales (Mercadona), centros educativos(Colegio Público Luis Vives, Escuela Infantil de Primer Ciclo Municipal Isabel González Torres), centros sanitarios (Centro de Salud de Moncófar), y una gran variedad en comercios y restauración.|Vivienda distribuida en hall, dos habitaciones, dos cuartos de baño, salón-comedor, terraza y cocina amueblada.|Piso|2008|68.37|87.67|2||0|1|0|0|106000|117000|1310.5|2578|1.97|0.06|0.06|0.08|0.08|0.17|0.55|0.01|0|0|0.03|0.52|0.44|0.54|0.35|0.12|0.12|4.52|3|0|956.73|129040.56|1167|49.14|4.92|530.28|72|51.37|207|13.04|11.42|1|46
6036144|30012|Murcia|Plaza de garaje ubicada en edificio residencial de cinco alturas||Garaje|||23.69|0||0|0|1|0|8500||38.15|6552|171.76|0.1|0.1|0.15|0.11|0.19|0.36|0.02|0.01|0|0.01|0.45|0.51|0.75|0|0.25|0.14|6.94|||870.62|107652.38|531|50.76|6.21|534|141|50.78|103|5.88|11.38|5|47
6036167|30410|Murcia|Piso de tres dormitorios y un cuarto de baño. Se encuentra en la primera planta de un edificio de tres alturas, el cual no dispone de ascensor, situado en la localidad de Los Alcázares, provincia de Murcia.La viviendaestá distribuida en tres dormitorios, un cuarto de baño, salón-comedor con chimenea, cocina y vestíbulo. Cuenta con ventanas de aluminio, persianas de plástico, carpintería interior de madera, cocina amueblada, pintura en gotelé, solados de plaqueta y baño con sanitario y grifería mono-mando, todo ello en buen estado de conservación. Se encuentra en el centro de una zona residencial, rodeado por viviendas de similares características. Cuenta con fácil acceso por carretera, se localiza a 8 km de Caravaca de la Cruz. A su alrededor podemosencontrar supermercados, hoteles y restaurantes.|La vivienda está distribuida en tres dormitorios, un cuarto de baño, salón-comedor con chimenea, cocina y vestíbulo.|Piso|1990|72|85|1|G|0|0|0|0|48900|54300|85753.24|25629|0.3|0.22|0.22|0.1|0.12|0.14|0.19|0.02|0.01|0.01|0.03|0.44|0.5|0.29|0.17|0.54|0.11|4.23|4|0|679.66|93151.44|1125|48.53|3.41|332.12|42|51.51|425|7.84|11.55|1|47
6036190|46520|Valencia|Local situado en el municipio de Sagunto, provincia de Valencia. Se encuentra en la planta baja de un edificio de tres alturas.El local consta de una superficie construida de 86 m². Se distribuye en varias dependencias y un baño, todas ellas en buen estado de conservación. El inmueble se encuentra en una zona urbana de lalocalidad, rodeado de locales y viviendas de similares características. Situado en el municipio de Sagunto,provincia de Valencia, zona que cuenta con supermercados, restauración, líneas de tren y autobús, centros de ocio, educativos y de salud.||Local|2003||85.5|1|G|0|0|0|0|84500|92900|322.42|2349|7.29|0.26|0.26|0.23|0.12|0.07|0.07|0.02|0|0.01|0.01|0.54|0.41|0.11|0.67|0.22|0.11|5.78|1|-1|727.23|73823.44|876|49.49|3.56|483.69|33|52.57|153|12.24|24.85|1|46
6036193|29200|Málaga|||Piso||0|113|1||0|0|0|0|149000|163000|||||||||||||||||||||||||||||||317|30.62|10.31|25|47
6036224|46388|Valencia|Chalet aislado de cinco dormitorios y tres baños. Se encuentra situado en el Municipio de Godelleta, en la provincia de Valencia.La vivienda se compone de dos alturas:La planta baja se compone de vestíbulo, estar comedor, dos dormitorios, dos baños y cocina.La primera planta se distribuye en tres dormitorios, un baño y terraza.La casa cuenta con puerta de entrada normal y el resto en buen estado, suelos de cerámica, carpinteríaexterior de aluminio. Inmueble situado en área urbana consolidada aparentemente conforme al planeamiento urbanístico vigente y no afectado por protección del patrimonio arquitectónico de una antigüedad de unos 12 años.Se encuentra situado en la Calle Formentera. Cuenta en la zona con fácil acceso por carretera CV-424 y zonas residenciales.|La vivienda se compone de dos alturas:La planta baja se compone de vestíbulo, estar comedor, dos dormitorios, dos baños y cocina.La primera planta se distribuye en tres dormitorios, un baño y terraza.|Chalet independiente|2004||164.81|3|E|0|0|0|0|170000|187000|3748.01|3404|0.91|0.05|0.05|0.32|0.22|0.1|0.26|0|0|0|0.21|0.35|0.44|0|0|0|0.17|5.57|||960.87|133216|783|48.95|4.76|661.43|54|51.41|4146|31.53|16.38|1|47
6036267|30730|Murcia|Piso de un dormitorio y un baño. Ubicado en el edificio Coruña de tres alturas, que dispone de ascensor. Se encuentra situado en el municipio de San Javier, provincia de Murcia.La vivienda se distribuye en cocina, salón-comedor, un dormitorio y un baño. Cuenta con puerta de entrada normal. Cocina y baños con paredes alicatadas. Carpintería interior en madera. Suelos de gres en cocina y baño y suelos de parqué en salón, dormitorio ydistribuidor. Carpintería exterior de aluminio lacado blanco, ventanas correderas y persianas en pvc.La vivienda se encuentra rodeada de viviendas de las mismas características. Zona tranquila, cerca del centro histórico, con un nivel alto de servicios y comunicaciones.|Piso de un dormitorio y un baño.|Piso|2005|58.3|77.51|1|G|0|1|0|0|62900|69900|872.9|15212|17.43|0.02|0.02|0.1|0.13|0.2|0.51|0.04|0.01|0.01|0.04|0.51|0.39|0.5|0.05|0.45|0.14|4.93|3.5|0|1009.2|150150.08|2358|48.93|5.08|516.36|96|51.81|240|8|8.3|2|47
